Study,Authors,Year (online),Year (print),Title,Journal,Pub year IF,2017 IF,Average n,Effect type,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,ctrl.n,ctrl.mean,ctrl.sd,oa.n,oa.mean,oa.sd
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,17,Weak,Ctenolabrus rupestris,Temp,No,-,"Absolute lateralization, 21 days, control water",Juvenile,18,33.39,6.949,17,29.492,7.288
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,17,Weak,Ctenolabrus rupestris,Temp,No,-,Prop time swimming,Juvenile,16,0.943,0.031,11,0.9282,0.0213
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,17,Weak,Ctenolabrus rupestris,Temp,No,-,Swimming distance,Juvenile,16,1.594,0.177,11,2.043,0.1739
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,17,Weak,Ctenolabrus rupestris,Temp,Yes,Prey,% time in prey cue,Juvenile,16,42.3463,11.7622,15,50.635,3.9943
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,17,Weak,Ctenolabrus rupestris,Temp,Yes,Predator,% time in predator cue,Juvenile,16,36.1494,8.0602,15,36.0725,1.169
a59,Allan et al,2017,2017,Warming has a greater effect than elevated CO2 on predator–prey interactions in coral reef fish,Proc R Soc B,4.847,4.847,18,Weak,Pomacentrus wardi,Trop,Yes,Predator,Apparent looming threshold,Larvae,17,1.277,0.8782,18,3.191,6.3173
a59,Allan et al,2017,2017,Warming has a greater effect than elevated CO2 on predator–prey interactions in coral reef fish,Proc R Soc B,4.847,4.847,18,Weak,Pomacentrus wardi,Trop,Yes,Predator,Escape distance,Larvae,17,0.299,0.1484,18,0.307,0.1527
a59,Allan et al,2017,2017,Warming has a greater effect than elevated CO2 on predator–prey interactions in coral reef fish,Proc R Soc B,4.847,4.847,18,Weak,Pomacentrus wardi,Trop,Yes,Predator,Escape speed,Larvae,17,0.416,0.1855,18,0.331,0.1909
a59,Allan et al,2017,2017,Warming has a greater effect than elevated CO2 on predator–prey interactions in coral reef fish,Proc R Soc B,4.847,4.847,18,Weak,Pomacentrus wardi,Trop,Yes,Predator,Reaction distance,Larvae,17,0.082,0.0618,18,0.076,0.0679
a59,Allan et al,2017,2017,Warming has a greater effect than elevated CO2 on predator–prey interactions in coral reef fish,Proc R Soc B,4.847,4.847,18,Weak,Pseudochromis fuscus,Trop,Yes,Prey,Attack rate,Larvae,17,1.576,0.2226,18,2.12,2.5371
a59,Allan et al,2017,2017,Warming has a greater effect than elevated CO2 on predator–prey interactions in coral reef fish,Proc R Soc B,4.847,4.847,18,Weak,Pseudochromis fuscus,Trop,Yes,Prey,Predation rate,Larvae,17,0.007,0.033,18,0.106,0.2546
a60,Castro et al,2017,2017,Painted Goby Larvae under High-CO2 Fail to Recognize Reef Sounds,PloS One,2.766,2.766,29,Strong,Pomatoschistus pictus,Temp,Yes,Auditory,"% time in reef recording, Fig 3",Larvae,30,80.216,27.5833,28,28.058,26.648
a60,Castro et al,2017,2017,Painted Goby Larvae under High-CO2 Fail to Recognize Reef Sounds,PloS One,2.766,2.766,29,Strong,Pomatoschistus pictus,Temp,Yes,Auditory,"% time in reef recording, Fig 4",Larvae,30,66.346,26.3345,28,38.462,32.2253
a60,Castro et al,2017,2017,Painted Goby Larvae under High-CO2 Fail to Recognize Reef Sounds,PloS One,2.766,2.766,29,Strong,Pomatoschistus pictus,Temp,Yes,Auditory,"% time in offshore recording, Fig 5",Larvae,29,58.213,31.0401,27,56.772,35.9366
a61,Cattano et al,2017,2017,Ocean acidification does not impair predator recognition but increases juvenile growth in a temperate wrasse off CO2 seeps,Mar Env Res,3.159,3.159,15,No,Symphodus ocellatus,Subtrop,Yes,Predator,"% time in predator cue, Fig 3",Larvae,19,25.166,17.2089,15,32.009,17.7081
a61,Cattano et al,2017,2017,Ocean acidification does not impair predator recognition but increases juvenile growth in a temperate wrasse off CO2 seeps,Mar Env Res,3.159,3.159,15,No,Symphodus ocellatus,Subtrop,Yes,Predator,"prop time in predator cue, Fig 4",Larvae,17,0.2856,0.2389,10,0.2822,0.5787
a62,Ferrari et al ,2017,2017,Predation in High CO2 Waters: Prey Fish from High-Risk Environments are Less Susceptible to Ocean Acidification,Integr Comp Biol,2.751,2.751,25,Strong,Pomacentrus amboinensis,Trop,Yes,Prey,"Feeding strikes, low risk",Juvenile,25,37.527,24,25,46.909,24
a62,Ferrari et al ,2017,2017,Predation in High CO2 Waters: Prey Fish from High-Risk Environments are Less Susceptible to Ocean Acidification,Integr Comp Biol,2.751,2.751,25,Strong,Pomacentrus amboinensis,Trop,Yes,Prey+ Predator,"Feeding strikes, high risk",Juvenile,25,38.837,21.4915,25,33.6,17.3968
a62,Ferrari et al ,2017,2017,Predation in High CO2 Waters: Prey Fish from High-Risk Environments are Less Susceptible to Ocean Acidification,Integr Comp Biol,2.751,2.751,25,Strong,Pomacentrus amboinensis,Trop,Yes,Prey,"Distance ventured, low risk",Juvenile,25,6.145,4,25,8.291,6.545
a62,Ferrari et al ,2017,2017,Predation in High CO2 Waters: Prey Fish from High-Risk Environments are Less Susceptible to Ocean Acidification,Integr Comp Biol,2.751,2.751,25,Strong,Pomacentrus amboinensis,Trop,Yes,Prey+ Predator,"Distance ventured, high risk",Juvenile,25,3.318,2.3874,25,2.601,2.045
a62,Ferrari et al ,2017,2017,Predation in High CO2 Waters: Prey Fish from High-Risk Environments are Less Susceptible to Ocean Acidification,Integr Comp Biol,2.751,2.751,25,Strong,Pomacentrus amboinensis,Trop,Yes,Prey,"Boldness, low risk",Juvenile,25,2.546,0.275,25,2.378,0.49
a62,Ferrari et al ,2017,2017,Predation in High CO2 Waters: Prey Fish from High-Risk Environments are Less Susceptible to Ocean Acidification,Integr Comp Biol,2.751,2.751,25,Strong,Pomacentrus amboinensis,Trop,Yes,Prey+ Predator,"Boldness, high risk",Juvenile,25,1.462,0.666,25,1.68,0.666
a63,Goldenberg et al,2017,2017,Boosted food web productivity through ocean acidification collapses under warming,Glob Change Biol,8.997,8.997,21,No,Favonigobius lateralis,Temp,Yes,Prey,"Food search activity, absence",Adult,21,1.84,1.8055,21,1.347,1.2052
a63,Goldenberg et al,2017,2017,Boosted food web productivity through ocean acidification collapses under warming,Glob Change Biol,8.997,8.997,21,No,Favonigobius lateralis,Temp,Yes,Prey,"Food search activity, presence",Adult,21,5.62,3.4644,21,2.366,3.0108
a63,Goldenberg et al,2017,2017,Boosted food web productivity through ocean acidification collapses under warming,Glob Change Biol,8.997,8.997,21,No,Favonigobius lateralis,Temp,Yes,Prey,Predation rate,Adult,21,0.733,0.1507,21,0.82,0.2234
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, Fig 1, 1000 uatm ",Juvenile,60,38.118,28.3333,60,20.471,28.3333
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, Fig 1, 1000 +- 300 uatm",Juvenile,60,38.118,28.3333,60,28.941,28.3333
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, Fig 1, 1000 +- 500 uatm",Juvenile,60,38.118,28.3333,60,34.588,28.7037
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Amphiprion percula,Trop,Yes,Predator,"% time in cue, Fig 1, 1000 uatm",Juvenile,16,4.941,5.5556,16,57.176,11.6667
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Amphiprion percula,Trop,Yes,Predator,"% time in cue, Fig 1, 1000 +- 300 uatm",Juvenile,16,4.941,5.5556,16,26.824,35
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Amphiprion percula,Trop,Yes,Predator,"% time in cue, Fig 1, 1000 +- 500 uatm",Juvenile,16,4.941,5.5556,16,29.647,31.6667
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, Fig 2, 750 uatm",Juvenile,60,45.349,13.8889,60,27.907,14.4444
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, Fig 2, 700 +- 300 uatm",Juvenile,60,45.349,13.8889,60,41.163,28.8889
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, Fig 2, 1000 uatm",Juvenile,60,45.349,13.8889,60,27.209,14.4444
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, Fig 2, 1000 +- 300 uatm",Juvenile,60,45.349,13.8889,60,28.605,14.4444
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Amphiprion percula,Trop,Yes,Predator,"% time in cue, Fig 2, 750 uatm",Juvenile,24,14.161,29.2615,24,26.832,36.3993
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Amphiprion percula,Trop,Yes,Predator,"% time in cue, Fig 2, 750 +- 300 uatm",Juvenile,24,14.161,29.2615,24,19.379,32.5741
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Amphiprion percula,Trop,Yes,Predator,"% time in cue, 1000 uatm",Juvenile,24,14.161,29.2615,24,45.466,27.6052
a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Amphiprion percula,Trop,Yes,Predator,"% time in cue, 1000 +- 300 uatm",Juvenile,24,14.161,29.2615,24,29.814,36.4393
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis punctipinnis,Subtrop,Yes,Light,"Fig 1, Time in dark zone, stable, January",Juvenile,15,624.3671,153.0121,16,675.7971,134.8369
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis punctipinnis,Subtrop,Yes,Light,"Fig 1, Time in dark zone, oscillating, January",Juvenile,15,624.3671,153.0121,16,629.9806,110.6711
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis punctipinnis,Subtrop,Yes,Light,"Fig 1, Time in dark zone, stable, September",Juvenile,17,488.2816,90.9296,17,469.1755,173.5717
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis punctipinnis,Subtrop,Yes,Light,"Fig 1, Time in dark zone, oscillating, September",Juvenile,17,488.2816,90.9296,17,491.9363,138.8337
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis punctipinnis,Subtrop,Yes,Kin,"Fig 2, Time near walls, stable",Juvenile,6,284.8175,113.02,6,342.1451,95.3249
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis punctipinnis,Subtrop,Yes,Kin,"Fig 2, Time near walls, oscillating",Juvenile,6,284.8175,113.02,6,290.9086,82.9104
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis punctipinnis,Subtrop,Yes,Kin,"Fig 2, Inter-individual distance, stable",Juvenile,6,9.2013,1.1573,6,9.1007,1.3421
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis punctipinnis,Subtrop,Yes,Kin,"Fig 2, Inter-individual distance, oscillating",Juvenile,6,9.2013,1.1573,6,8.5998,0.7613
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis punctipinnis,Subtrop,Yes,Novel object + kin,"Fig 3, Time near object, stable",Juvenile,6,10.4701,1.3886,6,10.2966,1.3014
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis punctipinnis,Subtrop,Yes,Novel object + kin,"Fig 3, Time near object, oscillating",Juvenile,6,10.4701,1.3886,6,9.8667,1.3939
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis punctipinnis,Subtrop,Yes,Kin,"Fig 3, Inter-individual distance, stable",Juvenile,6,157.4899,49.237,6,142.0498,58.6802
a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis punctipinnis,Subtrop,Yes,Kin,"Fig 3, Inter-individual distance, oscillating",Juvenile,6,157.4899,49.237,6,166.9176,109.5705
a66,Pistevos et al,2016,2017,Ocean acidification alters temperature and salinity preferences in larval fish,Oecologia,3.13,3.127,20,Strong,Lates calcarifer,Trop,Yes,Physical Seawater,% time in warm water,Larvae,11,51.163,1.4023,14,63.935,0.9322
a66,Pistevos et al,2016,2017,Ocean acidification alters temperature and salinity preferences in larval fish,Oecologia,3.13,3.127,20,Strong,Lates calcarifer,Trop,Yes,Physical Seawater,% time in lower salinity water,Larvae,10,34.078,1.59,12,57.542,1.6128
a66,Pistevos et al,2016,2017,Ocean acidification alters temperature and salinity preferences in larval fish,Oecologia,3.13,3.127,20,Strong,Lates calcarifer,Trop,Yes,Physical Seawater,% time in estuary cue,Larvae,36,55,0.5208,37,72.5,0.411
a67,Pistevos et al,2016,2017,Antagonistic effects of ocean acidification and warming on hunting sharks,Oikos,4.03,3.709,17,Strong,Heterodontus portusjacksoni,Subtrop,Yes,Prey,% time spent in prey zone,Larvae,20,28.718,1.2041,20,41.641,1.4852
a67,Pistevos et al,2016,2017,Antagonistic effects of ocean acidification and warming on hunting sharks,Oikos,4.03,3.709,17,Strong,Heterodontus portusjacksoni,Subtrop,Yes,Prey,Total distance,Larvae,20,1577.465,47.7658,20,1741.784,73.4857
a67,Pistevos et al,2016,2017,Antagonistic effects of ocean acidification and warming on hunting sharks,Oikos,4.03,3.709,17,Strong,Heterodontus portusjacksoni,Subtrop,Yes,Prey,Time to accept food,Larvae,14,42.106,38.1799,6,17.651,22.1532
a68,Schmidt et al,2017,2017,"Impact of ocean warming and acidification on the behaviour of two co-occurring gadid species, Boreogadus saida and Gadus morhua, from Svalbard",Mar Ecol Prog Ser,2.276,2.276,12,Weak,Boreogadus saida,Polar,No,-,Spontaneous activity,Juvenile,12,15.781,2.8903,12,13.704,2.0998
a68,Schmidt et al,2017,2017,"Impact of ocean warming and acidification on the behaviour of two co-occurring gadid species, Boreogadus saida and Gadus morhua, from Svalbard",Mar Ecol Prog Ser,2.276,2.276,12,Weak,Boreogadus saida,Polar,No,-,Absolute lateralization,Juvenile,12,36.163,26.0825,12,27.492,18.0566
a68,Schmidt et al,2017,2017,"Impact of ocean warming and acidification on the behaviour of two co-occurring gadid species, Boreogadus saida and Gadus morhua, from Svalbard",Mar Ecol Prog Ser,2.276,2.276,12,Weak,Gadus morhua,Polar,No,-,Spontaneous activity,Juvenile,12,10.465,3.9402,12,10.714,7.4392
a68,Schmidt et al,2017,2017,"Impact of ocean warming and acidification on the behaviour of two co-occurring gadid species, Boreogadus saida and Gadus morhua, from Svalbard",Mar Ecol Prog Ser,2.276,2.276,12,Weak,Gadus morhua,Polar,No,-,Absolute lateralization,Juvenile,12,36.994,17.5127,11,31.234,17.6312
